"symbol"	"Chr"	"start"	"end"	"id"
"487"	"RPP38"	"10"	15139179	15146256	"10557"
"488"	"RSU1"	"10"	16632617	16859453	"6251"
"489"	"YME1L1"	"10"	27399040	27443349	"10730"
"490"	"BAMBI"	"10"	28966424	28971868	"25805"
"491"	"CISD1"	"10"	60028862	60049019	"55847"
"492"	"CDK1"	"10"	62538089	62554610	"983"
"493"	"ARID5B"	"10"	63661013	63856707	"84159"
"494"	"ADO"	"10"	64564516	64568239	"84890"
"495"	"KIAA1279"	"10"	70748477	70776739	NA
"496"	"SUPV3L1"	"10"	70939960	70968854	"6832"
"497"	"HK1"	"10"	71029756	71161637	"3098"
"498"	"PCBD1"	"10"	72643265	72648543	"5092"
"499"	"DDIT4"	"10"	74033677	74035797	"54541"
"500"	"ECD"	"10"	74894282	74927853	"11319"
"501"	"MRPS16"	"10"	75008601	75012451	"51021"
"502"	"ANXA7"	"10"	75135189	75173841	"310"
"503"	"KAT6B"	"10"	76586171	76792380	"23522"
"504"	"ZMIZ1"	"10"	80828792	81076285	"57178"
"505"	"FAS"	"10"	90750288	90775542	"355"
"506"	"LIPA"	"10"	90973326	91011796	"3988"
"507"	"IDE"	"10"	94211441	94333852	"3416"
"508"	"PDLIM1"	"10"	96997325	97050905	"9124"
"509"	"TM9SF3"	"10"	98277867	98346809	"56889"
"510"	"RRP12"	"10"	99116458	99161127	"23223"
"511"	"PGAM1"	"10"	99185882	99193201	"5223"
"512"	"NOLC1"	"10"	103911933	103923628	"9221"
"513"	"NFKB2"	"10"	104153867	104162286	"4791"
"514"	"XPNPEP1"	"10"	111624524	111683311	"7511"
"515"	"SMNDC1"	"10"	112052798	112064707	"10285"
"516"	"SMC3"	"10"	112327449	112364392	"9126"
"517"	"ZDHHC6"	"10"	114190048	114206717	"64429"
"518"	"CASP7"	"10"	115438921	115490668	"840"
"519"	"RAB11FIP2"	"10"	119764427	119806114	"22841"
"520"	"BAG3"	"10"	121410882	121437329	"9531"
"521"	"FGFR2"	"10"	123237844	123357972	"2263"
"522"	"HTRA1"	"10"	124221041	124274424	"5654"
"523"	"BNIP3"	"10"	133781187	133795517	"664"
"524"	"SIRT3"	"11"	215030	236362	"23410"
"525"	"RNH1"	"11"	494512	507283	"6050"
"526"	"TSPAN4"	"11"	842824	867116	"7106"
"527"	"CTSD"	"11"	1773982	1785222	"1509"
"528"	"ARFIP2"	"11"	6495913	6502709	"23647"
"529"	"RRP8"	"11"	6621144	6624880	"23378"
"530"	"ILK"	"11"	6624938	6632105	"3611"
"531"	"NUCB2"	"11"	17298286	17353070	"4925"
"532"	"CAT"	"11"	34460472	34493607	"847"
"533"	"PDHX"	"11"	34937677	35017675	"8050"
"534"	"CD44"	"11"	35160417	35253949	"960"
"535"	"ARHGAP1"	"11"	46698625	46722215	"392"
"536"	"PACSIN3"	"11"	47199073	47208010	"29763"
"537"	"DDB2"	"11"	47236493	47260769	"1643"
"538"	"UBE2L6"	"11"	57319128	57335803	"9246"
"539"	"CTNND1"	"11"	57529234	57586652	"1500"
"540"	"CCDC86"	"11"	60609429	60618561	"79080"
"541"	"TMEM109"	"11"	60681371	60690915	"79073"
"542"	"EML3"	"11"	62369691	62380237	"256364"
"543"	"PLCB3"	"11"	64018995	64036924	"5331"
"544"	"BAD"	"11"	64037300	64052176	"572"
"545"	"CAPN1"	"11"	64948686	64979477	"823"
"546"	"FOSL1"	"11"	65659607	65667997	"8061"
"547"	"DRAP1"	"11"	65686728	65689048	"10589"
"548"	"B4GAT1"	"11"	66112843	66115161	"11041"
"549"	"POLD4"	"11"	67118236	67121067	"57804"
"550"	"RAD9A"	"11"	67159423	67165883	"5883"
"551"	"IGHMBP2"	"11"	68671319	68708069	"3508"
"552"	"CCND1"	"11"	69455873	69469242	"595"
"553"	"CTTN"	"11"	70244612	70282690	"2017"
"554"	"GDPD5"	"11"	75145685	75236599	"81544"
"555"	"TSKU"	"11"	76493357	76509198	"25987"
"556"	"PAK1"	"11"	77033060	77185108	"5058"
"557"	"PRCP"	"11"	82535409	82611557	"5547"
"558"	"EED"	"11"	85955426	85989852	"8726"
"559"	"PRSS23"	"11"	86502101	86663945	"11098"
"560"	"CEP57"	"11"	95523625	95565857	"9702"
"561"	"BIRC2"	"11"	102217913	102249401	"329"
"562"	"MMP1"	"11"	102660641	102668966	"4312"
"563"	"SLC35F2"	"11"	107661717	107729914	"54733"
"564"	"DDX10"	"11"	108535752	108811657	"1662"
"565"	"ZW10"	"11"	113603905	113644485	"9183"
"566"	"SLC37A4"	"11"	118895061	118901616	"2542"
"567"	"HYOU1"	"11"	118914896	118927957	"10525"
"568"	"C2CD2L"	"11"	118978060	118987834	"9854"
"569"	"ARHGEF12"	"11"	120207618	120360645	"23365"
"570"	"HSPA8"	"11"	122928200	122933043	"3312"
"571"	"CHEK1"	"11"	125495031	125546150	"1111"
"572"	"ETS1"	"11"	128328656	128457453	"2113"
"573"	"KDM5A"	"12"	389223	498621	"5927"
"574"	"FKBP4"	"12"	2904108	2914587	"2288"
"575"	"NCAPD2"	"12"	6603298	6641132	"9918"
"576"	"GAPDH"	"12"	6643571	6647541	"2597"
"577"	"COPS7A"	"12"	6833150	6841041	"50813"
"578"	"PTPN6"	"12"	7055740	7070479	"5777"
"579"	"CDKN1B"	"12"	12870204	12875316	"1027"
"580"	"HEBP1"	"12"	13127799	13153243	"50865"
"581"	"DERA"	"12"	16064106	16190315	"51071"
"582"	"GOLT1B"	"12"	21654699	21671337	"51026"
"583"	"C2CD5"	"12"	22601480	22697480	"9847"
"584"	"DNM1L"	"12"	32832134	32898584	"10059"
"585"	"ATF1"	"12"	51157789	51214943	"466"
"586"	"SLC11A2"	"12"	51373566	51422058	"4891"
"587"	"CDK2"	"12"	56360553	56366573	"1017"
"588"	"ERBB3"	"12"	56473809	56497291	"2065"
"589"	"PAN2"	"12"	56710007	56727837	"9924"
"590"	"TIMELESS"	"12"	56810157	56843200	"8914"
"591"	"CDK4"	"12"	58141510	58146230	"1019"
"592"	"TMEM5"	"12"	64173583	64203338	"10329"
"593"	"HMGA2"	"12"	66218240	66360071	"8091"
"594"	"FRS2"	"12"	69864129	69973571	"10818"
"595"	"RAB21"	"12"	72148643	72187256	"23011"
"596"	"DUSP6"	"12"	89741602	89746636	"1848"
"597"	"SOCS2"	"12"	93963598	93970521	"8835"
"598"	"TXNRD1"	"12"	104609557	104744085	"7296"
"599"	"KIAA1033"	"12"	105501492	105562912	NA
"600"	"PWP1"	"12"	108079509	108106939	"11137"
"601"	"UBE3B"	"12"	109915428	109974510	"89910"
"602"	"TCTN1"	"12"	111051832	111086935	"79600"
"603"	"MAPKAPK5"	"12"	112280032	112331228	"8550"
"604"	"FBXO21"	"12"	117581585	117628300	"23014"
"605"	"RFC5"	"12"	118454506	118470042	"5985"
"606"	"PXN"	"12"	120648242	120703574	"5829"
"607"	"MLEC"	"12"	121124927	121139667	"9761"
"608"	"PSMD9"	"12"	122326637	122355771	"5715"
"609"	"CCDC92"	"12"	124420956	124457532	"80212"
"610"	"SCARB1"	"12"	125262174	125348519	"949"
"611"	"PXMP2"	"12"	133264192	133281577	"5827"
"612"	"ZMYM2"	"13"	20532810	20665984	"7750"
"613"	"WASF3"	"13"	27131840	27263082	"10810"
"614"	"CCNA1"	"13"	37005967	37017019	"8900"
"615"	"UFM1"	"13"	38923908	38937144	"51569"
"616"	"DNAJC15"	"13"	43597362	43683306	"29103"
"617"	"RB1"	"13"	48877883	49056026	"5925"
"618"	"TRIM13"	"13"	50571143	50592603	"10206"
"619"	"MYCBP2"	"13"	77618792	77901177	"23077"
"620"	"MBNL2"	"13"	97874543	98046374	"10150"
"621"	"TM9SF2"	"13"	100153628	100216302	"9375"
"622"	"COL4A1"	"13"	110801305	110959504	"1282"
"623"	"ANKRD10"	"13"	111530887	111567454	"55608"
"624"	"TFDP1"	"13"	114239003	114295788	"7027"
"625"	"PARP2"	"14"	20811773	20826063	"10038"
"626"	"PNP"	"14"	20937538	20946165	"4860"
"627"	"ABHD4"	"14"	23067147	23081265	"63874"
"628"	"OXA1L"	"14"	23235731	23240998	"5018"
"629"	"LRP10"	"14"	23340960	23347291	"26020"
"630"	"PCK2"	"14"	24563340	24573341	"5106"
"631"	"PSME1"	"14"	24605367	24608176	"5720"
"632"	"PSME2"	"14"	24612574	24615855	"5721"
"633"	"CHMP4A"	"14"	24678787	24683036	"29082"
"634"	"NFATC4"	"14"	24836117	24848811	"4776"
"635"	"EAPP"	"14"	34985135	35008943	"55837"
"636"	"SNX6"	"14"	35030618	35099366	"58533"
"637"	"PPP2R3C"	"14"	35554674	35591749	"55012"
"638"	"NFKBIA"	"14"	35870716	35873960	"4792"
"639"	"POLE2"	"14"	50110270	50155098	"5427"
"640"	"KLHDC2"	"14"	50234787	50249856	"23588"
"641"	"ATP5S"	"14"	50779047	50792946	"27109"
"642"	"PYGL"	"14"	51371935	51411248	"5836"
"643"	"ERO1A"	"14"	53106633	53162649	"30001"
"644"	"BMP4"	"14"	54416455	54423580	"652"
"645"	"CGRRF1"	"14"	54976587	55005334	"10668"
"646"	"MAPK1IP1L"	"14"	55518362	55536912	"93487"
"647"	"KTN1"	"14"	56046925	56151302	"3895"
"648"	"TIMM9"	"14"	58875212	58894332	"26520"
"649"	"DHRS7"	"14"	60611500	60632211	"51635"
"650"	"MNAT1"	"14"	61201459	61435398	"4331"
"651"	"PRKCH"	"14"	61788161	62017698	"5583"
"652"	"HIF1A"	"14"	62162119	62214977	"3091"
"653"	"PPP2R5E"	"14"	63840610	64010079	"5529"
"654"	"SYNE2"	"14"	64319683	64693167	"23224"
"655"	"ATP6V1D"	"14"	67804581	67826720	"51382"
"656"	"TMED10"	"14"	75598171	75643349	"10972"
"657"	"FOS"	"14"	75745481	75748937	"2353"
"658"	"TGFB3"	"14"	76424440	76448365	"7043"
"659"	"GSTZ1"	"14"	77787230	77797940	"2954"
"660"	"SPTLC2"	"14"	77972340	78083110	"9517"
"661"	"LGMN"	"14"	93170152	93215047	"5641"
"662"	"UBR7"	"14"	93673401	93695561	"55148"
"663"	"EVL"	"14"	100531751	100610573	"51466"
"664"	"MOK"	"14"	102690834	102771537	"5891"
"665"	"EIF5"	"14"	103800339	103811361	"1983"
"666"	"PPP1R13B"	"14"	104200088	104313927	"23368"
"667"	"AKT1"	"14"	105235687	105262080	"207"
"668"	"CDCA4"	"14"	105475910	105487425	"55038"
"669"	"MTA1"	"14"	105886186	105937057	"9112"
"670"	"TJP1"	"15"	29991571	30261002	"7082"
"671"	"BUB1B"	"15"	40453210	40513337	"701"
"672"	"PAK6"	"15"	40531292	40569688	"56924"
"673"	"CHAC1"	"15"	41245636	41248717	"79094"
"674"	"CHP1"	"15"	41523437	41574083	"11261"
"675"	"NUSAP1"	"15"	41624892	41673248	"51203"
"676"	"TP53BP1"	"15"	43699412	43802707	"7158"
"677"	"SQRDL"	"15"	45923346	45983492	NA
"678"	"GABPB1"	"15"	50569389	50647605	"2553"
"679"	"GNB5"	"15"	52413123	52483565	"10681"
"680"	"ARPP19"	"15"	52839242	52861643	"10776"
"681"	"RAB27A"	"15"	55495164	55582013	"5873"
"682"	"PIGB"	"15"	55611133	55647846	"9488"
"683"	"ADAM10"	"15"	58887403	59042177	"102"
"684"	"CCNB2"	"15"	59397284	59417244	"9133"
"685"	"GTF2A2"	"15"	59930261	59949737	"2958"
"686"	"TPM1"	"15"	63334838	63364113	"7168"
"687"	"CLPX"	"15"	65440558	65477758	"10845"
"688"	"HACD3"	"15"	65822827	65870693	"51495"
"689"	"SMAD3"	"15"	67358195	67487533	"4088"
"690"	"MAP2K5"	"15"	67835021	68099455	"5607"
"691"	"LOXL1"	"15"	74218789	74244478	"4016"
"692"	"CSK"	"15"	75074425	75095539	"1445"
"693"	"TSPAN3"	"15"	77336360	77363570	"10099"
"694"	"WDR61"	"15"	78575578	78592068	"80349"
"695"	"FAH"	"15"	80445233	80478924	"2184"
"696"	"ARNT2"	"15"	80696692	80890277	"9915"
"697"	"HOMER2"	"15"	83517729	83621476	"9455"
"698"	"HDGFRP3"	"15"	83806804	83876770	"50810"
"699"	"PEX11A"	"15"	90224762	90234015	"8800"
"700"	"NGRN"	"15"	90808895	90815443	"51335"
"701"	"IQGAP1"	"15"	90931473	91045475	"8826"
"702"	"IGF1R"	"15"	99191768	99507759	"3480"
"703"	"AXIN1"	"16"	337440	402676	"8312"
"704"	"STUB1"	"16"	730111	732768	"10273"
"705"	"METRN"	"16"	765173	767480	"79006"
"706"	"NARFL"	"16"	779755	791038	"64428"
"707"	"HN1L"	"16"	1728278	1752073	NA
"708"	"SYNGR3"	"16"	2039946	2044276	"9143"
"709"	"RNPS1"	"16"	2303117	2318413	"10921"
"710"	"CCNF"	"16"	2479395	2508859	"899"
"711"	"AMDHD2"	"16"	2570363	2580955	"51005"
"712"	"KCTD5"	"16"	2732495	2759031	"54442"
"713"	"TRAP1"	"16"	3708038	3767598	"10131"
"714"	"DNAJA3"	"16"	4475806	4506775	"9093"
"715"	"PMM2"	"16"	8891670	8943194	"5373"
"716"	"USP7"	"16"	8985951	9057341	"7874"
"717"	"CCP110"	"16"	19535179	19564728	"9738"
"718"	"LYRM1"	"16"	20911190	20936331	"57149"
"719"	"COG7"	"16"	23399814	23464512	"91949"
"720"	"PLK1"	"16"	23690093	23701688	"5347"
"721"	"IL4R"	"16"	27325230	27376099	"3566"
"722"	"MVP"	"16"	29831715	29859360	"9961"
"723"	"ALDOA"	"16"	30064411	30081741	"226"
"724"	"CORO1A"	"16"	30194731	30200397	"11151"
"725"	"PHKG2"	"16"	30759620	30772497	"5261"
"726"	"STX4"	"16"	31044416	31051488	"6810"
"727"	"ITFG1"	"16"	47188299	47495185	"81533"
"728"	"PHKB"	"16"	47495210	47735434	"5257"
"729"	"MMP2"	"16"	55512742	55540603	"4313"
"730"	"NUP93"	"16"	56764017	56878861	"9688"
"731"	"HERPUD1"	"16"	56966002	56977793	"9709"
"732"	"CIAPIN1"	"16"	57462081	57481440	"57019"
"733"	"ADGRG1"	"16"	57653605	57698951	"9289"
"734"	"CSNK2A2"	"16"	58191812	58231782	"1459"
"735"	"NOL3"	"16"	67204400	67209640	"8996"
"736"	"ACD"	"16"	67691415	67694718	"65057"
"737"	"THAP11"	"16"	67876213	67878098	"57215"
"738"	"PSMB10"	"16"	67968407	67970780	"5699"
"739"	"NFATC3"	"16"	68119269	68263162	"4775"
"740"	"PLA2G15"	"16"	68279247	68294961	"23659"
"741"	"CDH3"	"16"	68678739	68732970	"1001"
"742"	"AARS"	"16"	70286297	70323412	"16"
"743"	"COG4"	"16"	70514472	70557457	"25839"
"744"	"TXNL4B"	"16"	72118756	72128215	"54957"
"745"	"ADAT1"	"16"	75632247	75657221	"23536"
"746"	"TERF2IP"	"16"	75681635	75691341	"54386"
"747"	"ATMIN"	"16"	81069458	81080951	"23300"
"748"	"MBTPS1"	"16"	84087366	84150548	"8720"
"749"	"FAM57A"	"17"	635786	646208	"79850"
"750"	"GLOD4"	"17"	662549	685571	"51031"
"751"	"TIMM22"	"17"	900357	905390	"29928"
"752"	"CRK"	"17"	1324647	1359561	"1398"
"753"	"RPA1"	"17"	1733273	1802848	"6117"
"754"	"PAFAH1B1"	"17"	2496923	2588909	"5048"
"755"	"ITGAE"	"17"	3617919	3704537	"3682"
"756"	"RNF167"	"17"	4843630	4848517	"26001"
"757"	"SPAG7"	"17"	4862521	4871132	"9552"
"758"	"NUP88"	"17"	5289346	5323059	"4927"
"759"	"KIAA0753"	"17"	6481645	6544247	"9851"
"760"	"PLSCR3"	"17"	7293047	7298162	"57048"
"761"	"TP53"	"17"	7571720	7590868	"7157"
"762"	"AURKB"	"17"	8108049	8113944	"9212"
"763"	"ELAC2"	"17"	12894929	12921381	"60528"
"764"	"EPN2"	"17"	19140690	19240028	"22905"
"765"	"USP22"	"17"	20902906	20946352	"23326"
"766"	"TMEM97"	"17"	26646121	26655711	"27346"
"767"	"ALDOC"	"17"	26900133	26903951	"230"
"768"	"KIAA0100"	"17"	26941458	26972177	"9703"
"769"	"BLMH"	"17"	28575213	28619184	"642"
"770"	"SUZ12"	"17"	30264044	30328057	"23512"
"771"	"CDK5R1"	"17"	30814105	30818271	"8851"
"772"	"CCL2"	"17"	32582296	32584220	"6347"
"773"	"DUSP14"	"17"	35849951	35873588	"11072"
"774"	"PIP4K2B"	"17"	36921944	36956158	"8396"
"775"	"ERBB2"	"17"	37844337	37884915	"2064"
"776"	"GRB7"	"17"	37894162	37903538	"2886"
"777"	"CASC3"	"17"	38296507	38328431	"22794"
"778"	"WIPF2"	"17"	38375574	38438439	"147179"
"779"	"TOP2A"	"17"	38544773	38574202	"7153"
"780"	"ACLY"	"17"	40023170	40075275	"47"
"781"	"STAT5B"	"17"	40351195	40428424	"6777"
"782"	"STAT3"	"17"	40465343	40540513	"6774"
"783"	"COASY"	"17"	40714092	40718299	"80347"
"784"	"BECN1"	"17"	40962150	40976333	"8678"
"785"	"VAT1"	"17"	41166622	41174459	"10493"
"786"	"BRCA1"	"17"	41196312	41277500	"672"
"787"	"DUSP3"	"17"	41843489	41856368	"1845"
"788"	"GRN"	"17"	42422454	42430474	"2896"
"789"	"GPATCH8"	"17"	42472645	42580970	"23131"
"790"	"NMT1"	"17"	43138667	43186382	"4836"
"791"	"PLEKHM1"	"17"	43513266	43568146	"9842"
"792"	"PRR15L"	"17"	46029334	46035243	"79170"
"793"	"SNX11"	"17"	46184920	46200105	"29916"
"794"	"SLC35B1"	"17"	47778296	47785313	"10237"
"795"	"COL1A1"	"17"	48261457	48279000	"1277"
"796"	"RAD51C"	"17"	56769934	56811703	"5889"
"797"	"CLTC"	"17"	57697050	57774317	"1213"
"798"	"APPBP2"	"17"	58520510	58603601	"10513"
"799"	"TBX2"	"17"	59477257	59486827	"6909"
"800"	"TLK2"	"17"	60556386	60692841	"11011"
"801"	"CYB561"	"17"	61509665	61523722	"1534"
"802"	"DDX42"	"17"	61851549	61896677	"11325"
"803"	"SMARCD2"	"17"	61909441	61920351	"6603"
"804"	"POLG2"	"17"	62473902	62493184	"11232"
"805"	"NUP85"	"17"	73201545	73231854	"79902"
"806"	"ST6GALNAC2"	"17"	74561461	74582145	"10610"
"807"	"JMJD6"	"17"	74708914	74722881	"23210"
"808"	"BIRC5"	"17"	76210277	76221716	"332"
"809"	"CYTH1"	"17"	76670129	76778424	"9267"
"810"	"TIMP2"	"17"	76849059	76921472	"7077"
"811"	"CANT1"	"17"	76987798	77005899	"124583"
"812"	"GAA"	"17"	78075355	78093679	"2548"
"813"	"CHMP6"	"17"	78965641	78973933	"79643"
"814"	"MRPL12"	"17"	79670400	79674556	"6182"
"815"	"PYCR1"	"17"	79890262	79895204	"5831"
"816"	"RFNG"	"17"	80005778	80009650	"5986"
"817"	"USP14"	"18"	158483	213739	"9097"
"818"	"ENOSF1"	"18"	670324	712662	"55556"
"819"	"RAB31"	"18"	9708228	9862553	"11031"
"820"	"TUBB6"	"18"	12307668	12329824	"84617"
"821"	"RNMT"	"18"	13726659	13764555	"8731"
"822"	"NPC1"	"18"	21111463	21166581	"4864"
"823"	"LAMA3"	"18"	21269407	21535029	"3909"
"824"	"DSG2"	"18"	29078027	29128814	"1829"
"825"	"PIK3C3"	"18"	39535163	39661446	"5289"
"826"	"ME2"	"18"	48405432	48476162	"4200"
"827"	"WDR7"	"18"	54318616	54697036	"23335"
"828"	"MALT1"	"18"	56338618	56417371	"10892"
"829"	"PMAIP1"	"18"	57567192	57571538	"5366"
"830"	"BCL2"	"18"	60790579	60986613	"596"
"831"	"CNDP2"	"18"	72163500	72190689	"55748"
"832"	"CIRBP"	"19"	1269265	1274808	"1153"
"833"	"PLEKHJ1"	"19"	2229951	2236352	"55111"
"834"	"GADD45B"	"19"	2476123	2478257	"4616"
"835"	"GNA11"	"19"	3094408	3124000	"2767"
"836"	"GNA15"	"19"	3136030	3163767	"2769"
"837"	"HMG20B"	"19"	3572943	3579081	"10362"
"838"	"TBXA2R"	"19"	3594504	3606831	"6915"
"839"	"FSD1"	"19"	4304591	4323843	"79187"
"840"	"STAP2"	"19"	4324040	4338847	"55620"
"841"	"TICAM1"	"19"	4815936	4831754	"148022"
"842"	"MCOLN1"	"19"	7587496	7598895	"57192"
"843"	"STXBP2"	"19"	7701987	7712760	"6813"
"844"	"ELAVL1"	"19"	8023457	8070529	"1994"
"845"	"CD320"	"19"	8367011	8373240	"51293"
"846"	"FBXL12"	"19"	9920943	9929779	"54850"
"847"	"PIN1"	"19"	9945883	9960365	"5300"
"848"	"DNMT1"	"19"	10244022	10305755	"1786"
"849"	"ICAM1"	"19"	10381517	10397291	"3383"
"850"	"ICAM3"	"19"	10444452	10450345	"3385"
"851"	"KEAP1"	"19"	10596796	10614054	"9817"
"852"	"SMARCA4"	"19"	11071598	11172958	"6597"
"853"	"MAN2B1"	"19"	12757322	12777591	"4125"
"854"	"HOOK2"	"19"	12873817	12886434	"29911"
"855"	"PRKACA"	"19"	14202507	14228559	"5566"
"856"	"ADGRE5"	"19"	14491956	14519537	"976"
"857"	"DNAJB1"	"19"	14625576	14640134	"3337"
"858"	"AKAP8"	"19"	15464332	15490612	"10270"
"859"	"AKAP8L"	"19"	15490859	15529932	"26993"
"860"	"CHERP"	"19"	16628700	16653263	"10523"
"861"	"NR2F6"	"19"	17342694	17356151	"2063"
"862"	"FCHO1"	"19"	17858527	17899377	"23149"
"863"	"LPAR2"	"19"	19734466	19739039	"9170"
"864"	"POP4"	"19"	30097170	30108162	"10775"
"865"	"CEBPA"	"19"	33790840	33793470	"1050"
"866"	"KIAA0355"	"19"	34745456	34846471	"9710"
"867"	"LSR"	"19"	35739559	35758867	"51599"
"868"	"POLR2I"	"19"	36604611	36606206	"5438"
"869"	"ECH1"	"19"	39306062	39322497	"1891"
"870"	"NFKBIB"	"19"	39390340	39399534	"4793"
"871"	"PAK4"	"19"	39616420	39670046	"10298"
"872"	"PAF1"	"19"	39876270	39881835	"54623"
"873"	"ZFP36"	"19"	39897487	39900052	"7538"
"874"	"PAFAH1B3"	"19"	42801185	42806952	"5050"
"875"	"APOE"	"19"	45409006	45412652	"348"
"876"	"RELB"	"19"	45504707	45541456	"5971"
"877"	"TRAPPC6A"	"19"	45666186	45681501	"79090"
"878"	"RTN2"	"19"	45988546	46000313	"6253"
"879"	"CALM3"	"19"	47104512	47114039	"808"
"880"	"LIG1"	"19"	48618702	48673860	"3978"
"881"	"GRWD1"	"19"	48949030	48957164	"83743"
"882"	"FUT1"	"19"	49251268	49258647	"2523"
"883"	"BAX"	"19"	49458117	49465055	"581"
"884"	"PIH1D1"	"19"	49949550	49955115	"55011"
"885"	"NOSIP"	"19"	50058725	50083829	"51070"
"886"	"PNKP"	"19"	50364460	50370822	"11284"
"887"	"NUP62"	"19"	50410084	50432988	"23636"
"888"	"ATF5"	"19"	50431959	50437193	"22809"
"889"	"NR1H2"	"19"	50879680	50886285	"7376"
"890"	"ETFB"	"19"	51848409	51869672	"2109"
"891"	"MBOAT7"	"19"	54677106	54693733	"79143"
"892"	"ZNF586"	"19"	58281020	58291984	"54807"
"893"	"ZNF274"	"19"	58694356	58724928	"10782"
"894"	"RPS5"	"19"	58898636	58906171	"6193"
"895"	"TRIB3"	"20"	361273	378203	"57761"
"896"	"PSMF1"	"20"	1093906	1148426	"9491"
"897"	"FASTKD5"	"20"	3127165	3140532	"60493"
"898"	"CDC25B"	"20"	3767419	3786768	"994"
"899"	"PCNA"	"20"	5095599	5107268	"5111"
"900"	"SNAP25"	"20"	10199477	10288066	"6616"
"901"	"SPAG4"	"20"	34203806	34209016	"6676"
"902"	"MYL9"	"20"	35169887	35178226	"10398"
"903"	"SRC"	"20"	35973088	36033835	"6714"
"904"	"BLCAP"	"20"	36145819	36156333	"10904"
"905"	"MYBL2"	"20"	42295659	42345136	"4605"
"906"	"PKIG"	"20"	43160422	43247678	"11142"
"907"	"TOMM34"	"20"	43570771	43589114	"10953"
"908"	"UBE2C"	"20"	44441215	44445596	"11065"
"909"	"CD40"	"20"	44746893	44758384	"958"
"910"	"NCOA3"	"20"	46130601	46285621	"8202"
"911"	"PTPN1"	"20"	49126858	49201300	"5770"
"912"	"AURKA"	"20"	54944445	54967351	"6790"
"913"	"RAE1"	"20"	55926145	55953519	"8480"
"914"	"VAPB"	"20"	56964175	57026156	"9217"
"915"	"NPEPL1"	"20"	57264187	57290900	"79716"
"916"	"GNAS"	"20"	57414773	57486251	"2778"
"917"	"TCFL5"	"20"	61472366	61493115	"10732"
"918"	"YTHDF1"	"20"	61826782	61847538	"54915"
"919"	"TPD52L2"	"20"	62496581	62522898	"7165"
"920"	"TCEA2"	"20"	62688439	62703700	"6919"
"921"	"NRIP1"	"21"	16333556	16437126	"8204"
"922"	"APP"	"21"	27252861	27543446	"351"
"923"	"TIAM1"	"21"	32490736	32931290	"7074"
"924"	"IFNAR1"	"21"	34697214	34732128	"3454"
"925"	"CBR1"	"21"	37442222	37445475	"873"
"926"	"CBR3"	"21"	37507263	37518860	"874"
"927"	"PSMG1"	"21"	40547372	40555440	"8624"
"928"	"WRB"	"21"	40752213	40769815	"7485"
"929"	"BACE2"	"21"	42539728	42654461	"25825"
"930"	"C2CD2"	"21"	43305219	43373999	"25966"
"931"	"RRP1B"	"21"	45079432	45115960	"23076"
"932"	"PFKL"	"21"	45719917	45747264	"5211"
"933"	"BID"	"22"	18216906	18257431	"637"
"934"	"CDC45"	"22"	19467349	19508135	"8318"
"935"	"CRKL"	"22"	21271714	21308037	"1399"
"936"	"CHEK2"	"22"	29083731	29137822	"11200"
"937"	"XBP1"	"22"	29190548	29196560	"7494"
"938"	"NIPSNAP1"	"22"	29950798	29977326	"8508"
"939"	"FBXO7"	"22"	32870707	32894818	"25793"
"940"	"HMOX1"	"22"	35777060	35790207	"3162"
"941"	"RAC2"	"22"	37621301	37640339	"5880"
"942"	"MICALL1"	"22"	38302155	38338465	"85377"
"943"	"CSNK1E"	"22"	38686697	38714089	"1454"
"944"	"CERK"	"22"	47080307	47134152	"64781"
"945"	"CRELD2"	"22"	50312278	50321188	"79174"
"946"	"PRKX"	"X"	3522384	3631675	"5613"
"947"	"ACOT9"	"X"	23721777	23761407	"23597"
"948"	"DYNLT3"	"X"	37698089	37706889	"6990"
"949"	"CASK"	"X"	41374189	41782287	"8573"
"950"	"EBP"	"X"	48380164	48387104	"10682"
"951"	"SUV39H1"	"X"	48553945	48567406	"6839"
"952"	"HDAC6"	"X"	48660487	48683380	"10013"
"953"	"TIMM17B"	"X"	48750730	48755426	"10245"
"954"	"PRAF2"	"X"	48928813	48931704	"11230"
"955"	"PLP2"	"X"	49028184	49031468	"5355"
"956"	"SMC1A"	"X"	53401070	53449677	"8243"
"957"	"HSD17B10"	"X"	53458206	53461323	"3028"
"958"	"UBQLN2"	"X"	56590026	56593443	"29978"
"959"	"FOXO4"	"X"	70315999	70323384	"4303"
"960"	"PHKA1"	"X"	71798664	71934029	"5255"
"961"	"TSPAN6"	"X"	99882105	99892101	"7105"
"962"	"BTK"	"X"	100604435	100645784	"695"
"963"	"TCEAL4"	"X"	102831159	102842664	"79921"
"964"	"TSC22D3"	"X"	106956452	107019017	"1831"
"965"	"PSMD10"	"X"	107327435	107334874	"5716"
"966"	"IL13RA1"	"X"	117861559	117928496	"3597"
"967"	"PGRMC1"	"X"	118370208	118378429	"10857"
"968"	"UBE2A"	"X"	118708430	118718392	"7319"
"969"	"UTP14A"	"X"	129040097	129063738	"10813"
"970"	"SLC25A14"	"X"	129473862	129507335	"9016"
"971"	"HPRT1"	"X"	133594175	133634698	"3251"
"972"	"HTATSF1"	"X"	135579238	135594503	"27336"
"973"	"MAMLD1"	"X"	149531545	149682448	"10046"
